address,location,hot,style,space,price
正良融创唐轩公馆,"123.41378699904982,41.920464882467268",26,2室1厅,63.81平米,61万
白塔富城铭邸,"123.42181228081485,41.69255150800377",3,2室1厅,67.69平米,60万
长白富海澜湾半岛,"123.4210367736681,41.738872649414059",13,2室1厅,62.11平米,115万
于洪新城恒大绿洲（八期）,"123.3356130400106,41.746871894755638",7,3室2厅,92.32平米,95万
经济技术开发区青城,"123.26609659015435,41.75657999357825",2,3室2厅,88.5平米,66万
正良华强城一期,"123.4101122108696,41.91980113119969",7,3室2厅,101平米,90万
白塔郡原小石城六期,"123.4224630133263,41.698656890324148",2,3室2厅,86.93平米,105万
长白新加坡城,"123.40133495756216,41.734939737245067",16,2室2厅,103.27平米,136万
望花旭辉东樾城,"123.49907203433658,41.874527865668287",7,2室1厅,74平米,83万
道义坤湖郦舍,"123.44918733275648,41.939855452184577",18,2室2厅,78.23平米,56.8万
西三台子亚都名苑,"123.40227638173661,41.86731446451221",0,2室1厅,91.5平米,77万
会展中心华府丹郡,"123.39510502918937,41.684027921962947",9,2室1厅,75.87平米,76.5万
长青金地长青湾·丹陛,"123.52186294343022,41.757748796978408",9,3室1厅,143平米,195万
泉园教工社区,"123.46908893200784,41.779289454405368",4,2室1厅,53.36平米,49.8万
道义三盛颐景蓝湾,"123.44191932253635,41.95160640364431",4,2室1厅,86平米,71.5万
新市府中海康城橙郡,"123.4723718793246,41.70855994415282",10,2室1厅,87平米,125万
铁西广场万达广场C组团,"123.37808196011418,41.80007191335165",21,2室1厅,89.16平米,97万
奥体金水花城二期,"123.4751972298146,41.75608894984035",18,3室2厅,143平米,172万
白塔郡原小石城六期,"123.4224630133263,41.698656890324148",26,2室2厅,56.61平米,56.5万
荷兰村华邑世纪城,"123.39336043005844,41.884503004460118",76,2室2厅,72.17平米,49万
长白万科鹿特丹,"123.4056997342046,41.735567000853247",29,2室2厅,92.46平米,163万
北行书香人家,"123.40403813850279,41.83274187762969",15,2室1厅,85.06平米,115万
长白中海和平之门,"123.42016236308467,41.73547764207218",32,2室2厅,84平米,160万
霁虹新湖御和园,"123.3902513946884,41.814314450494467",26,2室1厅,94.61平米,130万
二十一世纪万科新榆公馆,"123.43893694824323,41.721457999435788",88,2室2厅,99.35平米,95万
长青伊湾尊府,"123.49505526124871,41.74672866344336",10,2室2厅,105.82平米,111万
霁虹保利百合花园南园,"123.39906475987734,41.790527158824",4,1室1厅,59.64平米,61万
新市府绿城全运村翡翠园A区,"123.48924636866843,41.68844059331351",24,3室2厅,160.22平米,330万
三好街御景新世界,"123.42951534039348,41.75788332638019",10,2室1厅,99.1平米,180万
重工街美好愿景,"123.3360322791921,41.83114888898131",49,2室1厅,77.41平米,75万
正良江南甲第二期,"123.40192200021294,41.92121899959446",27,2室1厅,63.59平米,68万
长白富海澜湾半岛,"123.4210367736681,41.738872649414059",14,2室2厅,95.45平米,162万
长青文华街三号院,"123.52992397775457,41.75235844094789",93,2室2厅,79.57平米,78万
霁虹保利百合花园东园,"123.39486051042954,41.81039842868953",11,1室1厅,50.43平米,55万
新市府美地庄园,"123.51666283249407,41.67532916143936",39,4室2厅,188.01平米,100万
北二路鑫丰国际,"123.39055295584811,41.81095498517644",67,3室2厅,119.62平米,132万
四台子郡源悦城,"123.40781299791682,41.91318390286774",11,2室1厅,79.16平米,83万
奥体华发首府,"123.46637892394534,41.73934168934656",20,2室1厅,76.8平米,110万
于洪新城碧桂园银河城星荟,"123.33936364517587,41.760773487422209",22,3室2厅,94.8平米,105万
中街1世界公寓,"123.06531273239713,41.874303948999429",6,1室0厅,40.6平米,31万
长白丽湾国际,"123.41408020596829,41.75637624451963",14,3室2厅,106.85平米,150万
白塔郡原小石城六期,"123.4224630133263,41.698656890324148",15,2室1厅,76.49平米,76万
长白越秀星汇蓝海,"123.39290301289275,41.744221827885329",15,2室1厅,80.92平米,140万
正良香槟新坐标,"123.37979377109399,41.92571292207822",39,2室1厅,75.19平米,62万
长白富海澜湾半岛,"123.4210367736681,41.738872649414059",9,2室2厅,82.41平米,137万
长白长岛壹号,"123.41412296531056,41.75649987971448",6,1室0厅,51.14平米,93万
长青金地滨河国际·左岸,"123.52896279085889,41.75801334877697",61,3室2厅,112.36平米,155万
长白格林观堂二期,"123.39938752104708,41.748270149140569",16,2室2厅,93.78平米,172万
长白龙湖唐宁ONE,"128.20758420219489,41.425895812593768",16,2室2厅,95.34平米,184万
三好街新世界花园澔景华庭,"123.42457205500262,41.76508810420965",28,2室1厅,119.21平米,165万
五爱通天社区,"123.4641434008532,41.78874546777703",5,1室1厅,33.18平米,31万
理工大学优品天地一期,"123.49878996640645,41.736990668512657",1,1室1厅,37.76平米,37万
长客怡林名门,"123.45709646361908,41.85144169217125",1,1室1厅,39.85平米,36万
铁西广场君临天下熙城桃源,"123.37848754505193,41.80965139466337",2,1室1厅,35.98平米,44万
西三台子兴隆御府,"123.4034051026099,41.8801010882325",2,1室2厅,49.31平米,51万
南塔第五大道花园,"122.836406432514,41.99986109208433",12,1室1厅,49.46平米,39万
兴工街韵动领地,"123.4017276455277,41.811600049622899",3,1室1厅,50.49平米,53万
长青文华苑A区,"123.51733566332104,41.75768085952257",1,1室1厅,47.36平米,36万
滑翔凌空五小区,"123.3791871453831,41.77304828211637",4,2室1厅,61.61平米,47.8万
南塔塔园小区,"123.45605631566908,41.77308567233412",2,1室1厅,36.7平米,34.8万
上园万恒愿景,"123.49439895924312,41.84355587740436",2,1室1厅,57.11平米,44万
奥体沿海赛洛城,"123.46629897475495,41.73607367892225",1,1室1厅,53.73平米,59万
二十一世纪万科明天广场,"123.46339205812467,41.72977463746614",1,1室1厅,45.18平米,73万
奥体沿海赛洛城,"123.46629897475495,41.73607367892225",2,1室1厅,45.38平米,54万
东北大马路远大城市立方,"123.49539185632331,41.839923133481089",4,1室1厅,41.09平米,32万
五爱顺发巷小区,"123.44635776023061,41.784236795430128",1,1室1厅,33.35平米,70万
南塔市政小区,"123.45654813793579,41.76753829759561",1,2室1厅,64.1平米,57万
南塔第五大道花园,"122.836406432514,41.99986109208433",11,1室1厅,50.41平米,43万
于洪新城紫郡城一期北院,"123.36853198440704,41.769314865911017",3,1室0厅,47.72平米,22.4万
保工南建大五小区,"123.3642099671069,41.79952386584752",11,1室1厅,41.2平米,16万
北二路鑫丰俪城,"123.37930114035231,41.8176285116919",4,2室1厅,75.88平米,74万
白塔郡原小石城二期E区,"123.41652350712487,41.694498698083659",6,2室1厅,80平米,77万
长青万科金域蓝湾,"123.4964041568025,41.75434201423914",8,3室2厅,149.46平米,238万
道义三盛颐景御园,"123.43259850456482,41.96030840693609",2,2室1厅,78.58平米,62万
于洪新城恒大绿洲（八期）,"123.3356130400106,41.746871894755638",0,3室2厅,126平米,110万
八王寺莱茵河畔,"123.4899353689946,41.81950434670334",3,1室1厅,56平米,53万
长青桃花源,"123.50641658018616,41.74570464100467",1,3室1厅,111.01平米,118万
丁香湖保利上林湾,"123.37355243424122,41.86278087580519",7,1室1厅,58.37平米,50万
奥体亿丰南奥国际,"123.47492100087027,41.74290590326293",18,2室2厅,85.73平米,87万
奥体华发首府,"123.46637892394534,41.73934168934656",34,3室2厅,173平米,274万
北一路鑫丰雍景豪城,"123.38585634515029,41.81750049270408",52,2室2厅,81.58平米,106万
长青东亚国际城,"123.53270728754667,41.754119288278499",50,2室2厅,93平米,78万
道义龙腾碧玉湾,"123.39833102393679,41.95288394455143",60,2室1厅,78平米,59万
霁虹新湖明珠城,"123.39200470738277,41.81721676676329",101,2室1厅,84.87平米,96万
霁虹保利百合花园东园,"123.39486051042954,41.81039842868953",7,2室1厅,77.51平米,102.6万
东北大马路万恒东方俪城一期,"123.48949645692241,41.83116877639073",60,3室2厅,110.76平米,93万
二十一世纪万锦紫园,"123.4576791944034,41.72095658949811",66,2室1厅,77.32平米,103万
白塔隆河谷,"123.42113558727421,41.703398026033337",35,2室1厅,86.55平米,76万
三好街世茂新五里河,"123.4413113493672,41.76409524832825",40,3室2厅,142平米,225万
北行华山小区,"123.40519560515239,41.81987313658539",9,2室1厅,63.19平米,41万
上园芳菲苑,"123.49246724307447,41.842292992099029",2,1室1厅,40平米,28万
造化海逸铭筑,"123.37737310723624,41.88937966473219",3,2室1厅,79.4平米,62万
黎明万科城市之光,"123.50647523953596,41.81813823303122",13,2室1厅,72.5平米,90万
于洪新城新城惠泽园,"123.34243198730629,41.76552191051638",13,2室1厅,73平米,62万
望花旭辉东樾城,"123.49907203433658,41.874527865668287",3,3室2厅,84平米,105万
道义太湖国际花园,"123.40172886452828,41.94487640649539",6,2室1厅,64平米,56.8万
道义龙湖源著,"123.45609853602805,41.957248888082769",8,2室2厅,74.63平米,52.8万
道义皇家御院,"123.39811309502008,41.93627309564256",35,2室1厅,65.34平米,55万
滑翔里仁居,"123.3768054679845,41.78081461962021",5,2室2厅,102平米,105万
东五里河越秀星汇云锦,"123.46180798618838,41.766629885490228",7,3室2厅,168平米,386万
经济技术开发区三一新境界,"123.25046957767222,41.750509619959867",1,2室1厅,81.7平米,71.5万
新市府金辉中央云著,"123.46813699765892,41.70177587850068",2,4室2厅,148平米,460万
正良香槟新坐标,"123.37979377109399,41.92571292207822",13,2室1厅,74.49平米,60万
西三台子五彩园,"122.63645395650627,41.81711401492",10,2室2厅,108平米,80万
于洪新城阳光100国际新城E组团,"123.369779012116,41.758321890256947",3,1室1厅,49.05平米,52万
造化海逸铭筑,"123.37737310723624,41.88937966473219",0,2室1厅,96平米,73万
奥体首创国际城,"123.45108895569057,41.73828787538557",8,2室2厅,90.06平米,110万
道义亚泰城,"123.4660961373708,41.94102289883927",9,2室1厅,45.38平米,63万
重工街保利心语花园,"123.32891769955308,41.82305386049673",24,2室1厅,87平米,87万
道义坤湖郦舍,"123.44918733275648,41.939855452184577",20,2室2厅,81.1平米,65万
于洪广场迎宾花园小区,"123.32019254796522,41.80967485092596",4,2室1厅,70平米,51万
于洪广场万科翡翠公园,"123.2964739587714,41.79759487315549",11,1室1厅,54.01平米,48万
正良融创唐轩公馆,"123.41378699904982,41.920464882467268",16,2室2厅,75.32平米,84万
于洪广场万家茗苑,"123.30389297414777,41.79407445858491",3,2室1厅,68平米,68万
经济技术开发区银湖雅苑·V街区,"123.24986402992795,41.75235790278419",3,2室2厅,80.5平米,75万
奥体沿海赛洛城,"123.46629897475495,41.73607367892225",14,2室1厅,65.2平米,70万
艳粉春江花月A区,"123.35281235662684,41.777159460553217",4,2室1厅,67.5平米,60.8万
长客桐杉家园,"123.45739784511767,41.849968730398568",2,1室1厅,56.67平米,44万
东北大马路林韵春天,"123.50941521380902,41.84624547070484",19,2室2厅,85.87平米,75万
南湖中科院社区,"123.43020901190828,41.7671318777604",6,2室1厅,50平米,47万
东湖其仕盛和祥,"123.36490444709665,41.81216775199934",5,2室2厅,83平米,100万
区中心碧桂园凤凰城,"123.32913095728115,41.65663086214382",10,2室2厅,82.55平米,62万
道义富城俪景嘉园,"123.39894510558341,41.956496474145279",4,2室1厅,62.48平米,36万
会展中心奥园会展广场,"123.38356126440285,41.677439256624058",2,2室1厅,71.32平米,63万
东北大马路国瑞城,"123.51369015990044,41.84123261927061",7,2室2厅,79.98平米,87万
长白龙湖唐宁ONE,"128.20758420219489,41.425895812593768",12,2室1厅,88.25平米,175万
于洪广场海逸诗阁,"123.2935599455276,41.78906414679513",2,2室1厅,68.8平米,66万
正良华强城,"123.40989814466657,41.91981870966114",1,1室1厅,55平米,56万
会展中心泰盈十里锦城,"123.37295964243518,41.675912828957937",5,2室1厅,94平米,71.5万
西三台子阳光维也纳,"123.42144424504743,41.88631423343439",12,2室1厅,83.1平米,75万
东中街香檀1917,"123.47609230142473,41.81301388594564",3,1室1厅,54.54平米,55万
东湖金地艺境,"123.5721330180741,41.79782887486413",3,2室2厅,66.36平米,85万
经济技术开发区荣盛幸福大道,"123.2575173233813,41.754466124259909",9,2室1厅,66.31平米,55.6万
经济技术开发区新湖青蓝国际,"123.25797060834164,41.75612413022307",6,2室1厅,78.9平米,68万
会展中心恒大名都三期,"123.39900098018613,41.68821487622406",5,2室1厅,62.23平米,60万
霁虹晋斯华庭,"123.40183199000083,41.80976188769861",14,1室1厅,54.33平米,47万
北行汇宝国际花园B区,"123.40530313232195,41.82456816620391",5,3室2厅,118平米,104.5万
道义道义新城二期,"123.39699946567935,41.96379057604966",13,2室2厅,79.23平米,42万
道义荣盛香缇澜山二期,"123.42026432076007,41.93726547612896",6,2室1厅,63.44平米,58万
铁西广场恒润雅筑,"123.36533554391089,41.79166602730497",6,2室1厅,93.74平米,165万
铁西广场鑫丰金园,"123.37528894862254,41.80399105814845",3,2室1厅,101.29平米,115万
白塔隆河谷,"123.42113558727421,41.703398026033337",2,3室2厅,100.35平米,102万
西三台子五彩新村,"123.41594383057928,41.86689075325113",1,1室1厅,46.32平米,24万
东北大马路东方银座中心城,"123.49693056383134,41.82888988063037",5,1室1厅,47平米,45万
于洪广场世代龙城,"123.30762175048914,41.80245730685967",5,2室2厅,49.85平米,66万
东中街香檀1917,"123.47609230142473,41.81301388594564",7,1室1厅,62平米,56万
于洪新城金奥新城北区,"123.32519440287533,41.769736067278717",0,2室2厅,94.37平米,77万
保工北假日蓝湾,"123.36053886197925,41.81486552914193",4,2室1厅,67.7平米,81万
道义坤湖郦舍,"123.44918733275648,41.939855452184577",11,2室2厅,83.31平米,61.3万
塔湾寿泉社区,"123.39310845536289,41.825044772617207",0,2室1厅,56.32平米,43万
启工街建设花园,"123.34569103969649,41.81466586449116",2,2室1厅,62.22平米,65万
道义亚泰城,"123.4660961373708,41.94102289883927",10,2室1厅,59.19平米,60万
于洪广场富海同盛,"123.3009616236076,41.79909331620094",6,2室1厅,81.89平米,95万
奥体华发首府,"123.46637892394534,41.73934168934656",7,1室1厅,63.34平米,98万
经济技术开发区荣盛锦绣天地,"123.23562804352803,41.743090856935747",2,2室1厅,58.7平米,41万
保工北天和人家,"123.37143665527356,41.81026300211979",8,2室1厅,75.09平米,91万
金廊万科春河里,"123.43766602560771,41.785989903413227",22,2室1厅,76.06平米,170万
长白深航翡翠城,"123.4042159131632,41.75569913913679",5,1室1厅,66.57平米,127万
道义碧桂园太阳城,"123.43236656208214,41.949660503225569",15,2室2厅,77.18平米,72万
正良华强城二期,"123.41172583705719,41.91515910604683",13,1室1厅,56.16平米,62万
陵西沙河子小区,"123.41954001702737,41.84927589593298",7,2室1厅,56.8平米,44万
白塔郡原小石城七期,"123.41984499174801,41.69925387727729",3,3室2厅,88.79平米,92万
陵西陵西二小区,"123.411665650588,41.86461139328558",1,1室1厅,47平米,21万
市府晓春社区,"123.45174076616859,41.81345025546887",9,2室2厅,59.52平米,56.8万
陵西沙河小区,"123.41954001702737,41.84927589593298",8,2室1厅,55平米,28万
满融九洲御府,"123.38837016328941,41.708938801372507",2,2室1厅,87平米,103万
奥体首创国际城,"123.45108895569057,41.73828787538557",16,2室2厅,97.62平米,125万
重工街锦绣四合院,"123.3306658020755,41.83155429528007",11,2室1厅,80.06平米,72万
道义宏颐泷园,"123.39765864226257,41.9466382269303",8,2室1厅,64.78平米,45万
塔湾亿海阳光一期,"123.36270512571658,41.83221124417742",1,2室1厅,86.04平米,88万
长白新加坡城,"123.40133495756216,41.734939737245067",11,2室2厅,90.43平米,169万
西三台子华锐桃源欣城,"123.4075010164132,41.88039285806388",4,2室1厅,81.66平米,72万
保工北富云新都东区,"123.36712954984488,41.816542122947058",10,2室2厅,88平米,94万
三台子加华小城,"123.42988095073604,41.90161044547504",0,2室1厅,72.4平米,66万
道义龙湖源著,"123.45609853602805,41.957248888082769",17,2室1厅,83.33平米,69.5万
西三台子七彩阳光,"123.40773780974563,41.873223699429278",9,2室1厅,97.58平米,73万
新市府泰莱枫尚,"123.44329902996914,41.692259683604657",4,2室2厅,94.42平米,92万
于洪广场明地家园,"123.30143098823658,41.79713372391874",1,2室1厅,72.04平米,65万
于洪新城碧桂园银河城星荟,"123.33936364517587,41.760773487422209",6,1室1厅,59.32平米,67万
张士佰世品德,"123.31025531275273,41.77533973735672",3,2室2厅,77.56平米,78万
东湖其仕盛和祥,"123.36490444709665,41.81216775199934",2,2室2厅,83平米,100万
重工街凯荣国际花园禧乐都,"123.33617250468223,41.8241538456421",6,2室1厅,89平米,89万
于洪新城金穗世纪花园,"123.33409166979891,41.77824759802663",0,2室1厅,62.09平米,48.5万
东北大马路巧克力城,"123.50458104289354,41.833071574865119",10,2室1厅,62平米,50万
白塔百荷湾,"123.43506058030657,41.69247663301982",3,3室2厅,81平米,80万
新市府月星国际城,"123.47675345428009,41.705639746534298",12,2室1厅,68.06平米,70万
东湖金地艺境,"123.5721330180741,41.79782887486413",8,2室2厅,65.6平米,87万
造化幸福阳光,"123.38336112193523,41.89686842451067",4,2室1厅,82平米,54万
于洪新城阳光100国际新城C组团,"123.369779012116,41.758321890256947",1,2室2厅,75.29平米,88万
会展中心顶盛国际花园,"123.4002624706138,41.70173986023116",14,2室1厅,76.84平米,70万
于洪广场万科公园大道,"123.30768807507985,41.79561320737353",16,2室2厅,78平米,80万
西三台子赤山小区,"122.63645395650627,41.81711401492",10,2室1厅,51平米,28万
东湖荣盛紫提东郡二期,"123.55719761100412,41.77395330751448",9,2室1厅,78平米,80万
经济技术开发区银湖雅苑·V街区,"123.24986402992795,41.75235790278419",0,2室2厅,76.88平米,71万
长白远洋和平府,"123.40825649134709,41.76030843917647",3,1室1厅,56平米,120万
经济技术开发区荣盛幸福大道,"123.2575173233813,41.754466124259909",6,2室2厅,79.9平米,61万
北行嘉陵江社区,"123.42218040641285,41.836003449336079",2,2室1厅,56平米,78万
望花望花新村,"123.48794095110134,41.85606863857387",5,2室1厅,61.1平米,39万
白塔金石小镇,"123.42994841347984,41.68292760225968",2,2室2厅,80.46平米,87万
重工街保利心语花园,"123.32891769955308,41.82305386049673",5,1室1厅,55平米,49万
长白滨河湾一期,"123.41724691255206,41.73836336946924",12,1室1厅,50平米,76万
奥体首创国际城,"123.45108895569057,41.73828787538557",16,3室1厅,96.65平米,143万
道义亚泰城,"123.4660961373708,41.94102289883927",3,2室1厅,77.16平米,80万
二十一世纪万科明天广场,"123.46339205812467,41.72977463746614",6,3室2厅,116.66平米,180万
奥体名流印象四期,"123.46885097087825,41.81519691328212",4,1室1厅,65.46平米,83万
长白越秀星汇蓝海,"123.39290301289275,41.744221827885329",6,2室2厅,82平米,160万
云峰巴塞罗那二期,"123.38607598084747,41.80475590346823",15,2室1厅,75.65平米,130万
于洪新城秋实园,"123.37572516577819,41.76820693765702",3,2室2厅,95平米,68万
重工街凯荣国际花园禧乐都,"123.33617250468223,41.8241538456421",4,2室1厅,85.36平米,83万
道义七星九龙湾,"123.42453531430727,41.964773809076238",9,2室1厅,55.16平米,42.5万
奥体沿海赛洛城,"123.46629897475495,41.73607367892225",13,2室1厅,83.5平米,99万
西三台子阳光尚城一期,"123.4068341144026,41.8776049444804",20,2室1厅,88平米,75万
道义荣盛盛京绿洲,"123.42590154715738,41.95907299038034",1,2室2厅,78平米,65万
道义亚泰城,"123.4660961373708,41.94102289883927",4,2室1厅,56.1平米,83万
